video_id_X,date_trending,date_published,date_interval
VqcHUdHQ1u8,2017-12-31,2017-12-23,8 days
H_4ESBLJXQc,2017-12-31,2017-12-23,8 days
sSszA_Ugd1A,2017-12-31,2017-12-16,15 days
cMD63TwzB1o,2017-12-31,2017-12-22,9 days
JRzZl_nq6fk,2017-12-31,2017-12-23,8 days
sXP6vliZIHI,2017-12-31,2017-12-22,9 days
CMJblEavb7g,2017-12-31,2017-12-23,8 days
VAUHZYf_aKY,2017-12-31,2017-12-22,9 days
v2OTO6UEVAo,2017-12-31,2017-12-22,9 days
BIQK4-9YFW0,2017-12-31,2017-12-22,9 days
H00djJq68VE,2017-12-31,2017-12-23,8 days
4zkWYYFvV6M,2017-12-31,2017-12-23,8 days
wqEknnPadMA,2017-12-31,2017-12-22,9 days
qOvMazijKMA,2017-12-31,2017-12-22,9 days
cQtYcpRGGIY,2017-12-31,2017-12-22,9 days
jTW5_KvkGoE,2017-12-31,2017-12-22,9 days
rTMgDNpXPto,2017-12-31,2017-12-22,9 days
drg74wOy8z8,2017-12-31,2017-12-22,9 days
65MWN5yKU0A,2017-12-31,2017-12-22,9 days
24HFgBQawWA,2017-12-31,2017-12-22,9 days
VllA1V5M38E,2017-12-31,2017-12-22,9 days
b2EOxGUuBWA,2017-12-31,2017-12-21,10 days
h8ycmroFQSs,2017-12-31,2017-12-23,8 days
7keZTcdouoY,2017-12-31,2017-12-22,9 days
07S_Glj3uYs,2017-12-31,2017-12-22,9 days
GEB2f5dpFXs,2017-12-31,2017-12-21,10 days
MSzytvDsPfo,2017-12-31,2017-12-21,10 days
Fr0wEsISRUw,2017-12-31,2017-12-22,9 days
aBQDFQwfX2w,2017-12-31,2017-12-23,8 days
F3eSaEHSCu0,2017-12-31,2017-12-23,8 days
ZsN1V9Hjfvg,2017-12-31,2017-12-22,9 days
uFDPLyAWpVg,2017-12-31,2017-12-21,10 days
ItL6vcUrpUs,2017-12-31,2017-12-21,10 days
SV2sPlDLQtU,2017-12-31,2014-06-21,1289 days
1sqyuXCwcBA,2017-12-31,2017-12-22,9 days
mMzKvVtrC6U,2017-12-31,2017-12-21,10 days
XcSMdhfKga4,2017-12-31,2017-12-21,10 days
zi_6oaQyckM,2017-12-31,2017-12-22,9 days
pihJVwap7iI,2017-12-31,2017-12-22,9 days
XwDTzD75fT4,2017-12-31,2017-12-22,9 days
MUWUHf-rzks,2017-12-31,2017-12-21,10 days
WhJIUtMK1tU,2017-12-31,2017-12-22,9 days
WS7f5xpGYn8,2017-12-31,2017-12-20,11 days
ZB7_1CoKntI,2017-12-31,2017-12-21,10 days
8eo-L_3OWAQ,2017-12-31,2017-12-20,11 days
nZM9Ko806Bg,2017-12-31,2017-12-21,10 days
zT4DJKkN_Do,2017-12-31,2017-12-22,9 days
5EF5Curjr8k,2017-12-31,2017-12-21,10 days
cIQKKzZtWwQ,2017-12-31,2017-12-21,10 days
dwEKqAwoz0Y,2017-12-31,2017-12-21,10 days
l_lblj8Cq0o,2017-12-31,2017-12-19,12 days
teA0Z7ltRSY,2017-12-31,2017-12-22,9 days
OWYKrIKMO1M,2017-12-31,2017-12-22,9 days
WQd6x4KmVhA,2017-12-31,2017-12-22,9 days
t0Ro2Yqs6mA,2017-12-31,2017-12-21,10 days
UK2OQ67Xr4o,2017-12-31,2017-12-23,8 days
aLLgene7kJo,2017-12-31,2017-12-22,9 days
-37nIo_tLnk,2017-12-31,2009-12-15,2938 days
3mRjN1Focog,2017-12-31,2017-12-22,9 days
bJje-B9YLIU,2017-12-31,2017-12-22,9 days
6-xB3ij-5xM,2017-12-31,2017-12-19,12 days
PLAFNvxDPMw,2017-12-31,2017-12-21,10 days
fEMxFSjmo5Q,2017-12-31,2017-12-20,11 days
WvV5TbJc9tQ,2017-12-31,2017-12-20,11 days
lM0yu7c6lQk,2017-12-31,2017-12-22,9 days
RHUxyXZBXY8,2017-12-31,2017-12-20,11 days
5czA_L_eOp4,2017-12-31,2017-12-21,10 days
9yWnVxe1qp8,2017-12-31,2017-12-22,9 days
K62oeVyaC-U,2017-12-31,2017-12-21,10 days
zLJsJR0O6VI,2017-12-31,2017-12-20,11 days
6hb0GOOFQwI,2017-12-31,2017-12-22,9 days
IU-Fo-QEpOI,2017-12-31,2017-12-20,11 days
YEGhKwpEKEw,2017-12-31,2017-12-21,10 days
AaALLWQmCdI,2017-12-31,2017-12-21,10 days
LotoBix4UDM,2017-12-31,2017-12-20,11 days
lWHZKP6xXHU,2017-12-31,2017-12-20,11 days
lcpxLXjYAa8,2017-12-31,2017-12-20,11 days
E60w-0q8Y0Y,2017-12-31,2017-12-20,11 days
szaJ5aW-LUs,2017-12-31,2017-12-20,11 days
OziQ_a3Rpqw,2017-12-31,2017-12-21,10 days
ydPYNo8o-lI,2017-12-31,2017-12-20,11 days
SFxZb-GHbrQ,2017-12-31,2017-12-20,11 days
ZpMNJbt3QDE,2017-12-31,2017-12-20,11 days
KFm7fKqg13E,2017-12-31,2017-12-20,11 days
2PQCLZbzxq8,2017-12-31,2017-12-21,10 days
y0BlGqwLLGQ,2017-12-31,2017-12-20,11 days
x4TZEVqKIvs,2018-01-01,2017-12-30,2 days
PjqKPHZJgF0,2018-01-01,2017-12-29,3 days
O6BODAJVYc8,2018-01-01,2017-12-30,2 days
mDRifR9HdK8,2018-01-01,2017-12-30,2 days
HqwVFXyCfOI,2018-01-01,2017-12-30,2 days
MMu-_KRZhwM,2018-01-01,2017-12-30,2 days
S45Y5WQ4Ucs,2018-01-01,2017-12-29,3 days
j6X6PhexHnE,2018-01-01,2017-12-30,2 days
7VnEPIBsp20,2018-01-01,2017-12-29,3 days
oX8-6whswEA,2018-01-01,2017-12-29,3 days
IoqDYnn7VKA,2018-01-01,2017-12-29,3 days
GTSjDaoZcAk,2018-01-01,2017-12-30,2 days
VQhIUzPJi8o,2018-01-01,2017-12-29,3 days
UfR5dKcKJvY,2018-01-01,2017-12-29,3 days
KX0fOxBVMRc,2018-01-01,2017-12-30,2 days
KB_GCuJwPE4,2018-01-01,2017-12-29,3 days
f6Egj7ncOi8,2018-01-01,2017-12-29,3 days
ejlD0Sg-8ig,2018-01-01,2017-12-29,3 days
q_MmN6-KLXg,2018-01-01,2017-12-29,3 days
1oFQ76ctfS0,2018-01-01,2017-12-29,3 days
uYaN4OLxm08,2018-01-01,2017-12-29,3 days
8FqgrgVPvio,2018-01-01,2017-12-29,3 days
IxF3mxWbdjw,2018-01-01,2017-12-29,3 days
8gE6cek7F30,2018-01-01,2017-12-29,3 days
K5BoE8eBzoI,2018-01-01,2017-12-28,4 days
mKpW_rj0tuI,2018-01-01,2017-12-29,3 days
EaEesT3HO4w,2018-01-01,2017-12-29,3 days
e2R0NSKtVA0,2018-01-01,2017-12-28,4 days
pcmbmC9cUUY,2018-01-01,2017-12-30,2 days
XZo5o1Y0h9o,2018-01-01,2017-12-28,4 days
yMvpbrJ1CWQ,2018-01-01,2017-12-28,4 days
tMSu3Gyz1jU,2018-01-01,2017-12-28,4 days
ooWd_9OAAUg,2018-01-01,2017-12-27,5 days
lYtllIKb70M,2018-01-01,2017-12-28,4 days
Q48VduIflPk,2018-01-01,2017-12-29,3 days
HMU5njzTAK0,2018-01-01,2017-12-30,2 days
pKFd5rAUM2s,2018-01-01,2017-12-28,4 days
nranUeNkXpM,2018-01-01,2017-12-27,5 days
tAn7wxn2Atk,2018-01-01,2017-12-27,5 days
SuFMMvrf4ao,2018-01-01,2017-12-27,5 days
OSBl32lNGBg,2018-01-01,2017-12-27,5 days
PVr1BbsOwmQ,2018-01-01,2017-12-27,5 days
iYGq_qc-hWY,2018-01-01,2017-12-27,5 days
FL9BbzUYXjA,2018-01-01,2017-12-27,5 days
pEN_htHtt_c,2018-01-01,2017-12-27,5 days
inFGj1IyIwk,2018-01-01,2017-12-28,4 days
moc_dHHp4LQ,2018-01-01,2017-12-27,5 days
A-JtybJbVbA,2018-01-01,2017-12-28,4 days
IYyjBXDyYLo,2018-01-01,2017-12-27,5 days
U1RASlbIIVc,2018-01-01,2017-12-27,5 days
OmLxYUOgTNs,2018-01-01,2017-12-27,5 days
mto2mNFbrps,2018-01-01,2017-12-26,6 days
4E0Fhct08QM,2018-01-01,2017-12-27,5 days
B1Kitc6cMXw,2018-01-01,2017-12-27,5 days
5n32F7mS6Kk,2018-01-01,2017-12-27,5 days
zuRd_Eneuk8,2018-01-01,2017-12-26,6 days
Hgc2njyY4Rs,2018-01-01,2017-12-27,5 days
xF99M6Zilac,2018-01-01,2017-12-26,6 days
_JY-latu82Q,2018-01-01,2017-12-29,3 days
F8BdzL8OltM,2018-01-01,2017-12-26,6 days
2NpetP71B1o,2018-01-01,2017-12-27,5 days
9oyKePWRi8Y,2018-01-01,2017-12-26,6 days
_yThFcog0nA,2018-01-01,2017-12-27,5 days
sJzWZ1yXpek,2018-01-01,2017-12-26,6 days
lWyRTOABEq4,2018-01-01,2017-12-26,6 days
doHVMJnuvDA,2018-01-01,2017-08-15,139 days
Q-v4LsbFc5c,2018-01-01,2017-12-26,6 days
4JGWxG-vE24,2018-01-01,2017-12-26,6 days
AAbtGz8dHKc,2018-01-01,2017-12-29,3 days
bWZ_Z5dgrb0,2018-01-01,2017-12-26,6 days
maAa7J3iEM8,2018-01-01,2017-12-26,6 days
5Q7mKQmNWSE,2018-01-01,2017-11-21,41 days
mnT4MDdEazs,2018-01-01,2017-12-26,6 days
S4vKQbpOn5k,2018-01-01,2017-12-27,5 days
1WREZPc-kqQ,2018-01-01,2017-12-26,6 days
RIAVKKzOocc,2018-01-01,2017-12-26,6 days
aE4XqQZLkek,2018-01-01,2017-09-15,108 days
to-e5edw-X8,2018-01-01,2014-12-11,1117 days
07Um1PY_P4o,2018-01-01,2017-12-26,6 days
S0eLwrrTBlc,2018-01-01,2013-05-28,1679 days
S1ke1xQ-rmY,2018-01-01,2017-12-05,27 days
RsIIT6rXnSM,2018-01-01,2017-12-26,6 days
lxSWRdgD4Ho,2018-01-01,2017-12-27,5 days
TkCcncggO3I,2018-01-01,2017-12-27,5 days
u_SA2QkZd24,2018-01-01,2017-12-25,7 days
kce9FMxx-04,2018-01-01,2017-12-25,7 days
O3ttybJghsc,2018-01-01,2017-12-26,6 days
IjTBcqpl2kc,2018-01-01,2017-12-25,7 days
VHXPFrOfndg,2018-01-01,2017-12-26,6 days
aO7yzmc3ykw,2018-01-01,2017-12-26,6 days
yJqsPBWbtjk,2018-01-01,2017-12-25,7 days
YsufMtUOXtI,2018-01-01,2017-12-26,6 days
naOKPDCngMI,2018-01-01,2017-12-26,6 days
rQ7yPtJ5Y7I,2018-01-01,2017-12-26,6 days
TteS6q20VUY,2018-01-01,2017-12-26,6 days
phGlo_TNDp0,2018-01-01,2010-09-25,2655 days
oo9JMSiI55M,2018-01-01,2017-12-25,7 days
WIWb8f1WIyQ,2018-01-01,2017-12-25,7 days
UUreMfN5eNA,2018-01-01,2017-10-30,63 days
ryr75N0nki0,2018-01-01,2017-12-24,8 days
aaSEdxiITJk,2018-01-01,2017-12-25,7 days
SWUrl7FpkAo,2018-01-01,2017-12-24,8 days
t9GNMVfEiG4,2018-01-01,2017-12-23,9 days
JFydHaV0klA,2018-01-01,2017-12-23,9 days
fFSmOE0Uxms,2018-01-01,2017-12-23,9 days
e0hO5fTGwPY,2018-01-01,2011-05-22,2416 days
AZTn1UMs408,2018-01-01,2017-12-25,7 days
avnapsraeXM,2018-01-01,2017-12-23,9 days
zeO4C8e4pjw,2018-01-01,2017-12-23,9 days
pMpQABKlC-I,2018-01-01,2017-12-23,9 days
DcCh33lJLMw,2018-01-01,2017-12-23,9 days
3ToRIUoXmIw,2018-01-01,2017-12-23,9 days
JnepCulEQOo,2018-01-01,2017-12-23,9 days
V_jU_ssWvc4,2018-01-01,2017-12-23,9 days
Ff7wbSwTuEk,2018-01-01,2017-12-23,9 days
tE5C3O71Xqo,2018-01-01,2017-12-23,9 days
kVVtBDaY8i4,2018-01-01,2017-12-23,9 days
q8fuvWLje8M,2018-01-01,2017-12-23,9 days
VqcHUdHQ1u8,2018-01-01,2017-12-23,9 days
H_4ESBLJXQc,2018-01-01,2017-12-23,9 days
sSszA_Ugd1A,2018-01-01,2017-12-16,16 days
cMD63TwzB1o,2018-01-01,2017-12-22,10 days
JRzZl_nq6fk,2018-01-01,2017-12-23,9 days
sXP6vliZIHI,2018-01-01,2017-12-22,10 days
CMJblEavb7g,2018-01-01,2017-12-23,9 days
VAUHZYf_aKY,2018-01-01,2017-12-22,10 days
BIQK4-9YFW0,2018-01-01,2017-12-22,10 days
v2OTO6UEVAo,2018-01-01,2017-12-22,10 days
H00djJq68VE,2018-01-01,2017-12-23,9 days
4zkWYYFvV6M,2018-01-01,2017-12-23,9 days
wqEknnPadMA,2018-01-01,2017-12-22,10 days
qOvMazijKMA,2018-01-01,2017-12-22,10 days
cQtYcpRGGIY,2018-01-01,2017-12-22,10 days
jTW5_KvkGoE,2018-01-01,2017-12-22,10 days
rTMgDNpXPto,2018-01-01,2017-12-22,10 days
drg74wOy8z8,2018-01-01,2017-12-22,10 days
65MWN5yKU0A,2018-01-01,2017-12-22,10 days
24HFgBQawWA,2018-01-01,2017-12-22,10 days
VllA1V5M38E,2018-01-01,2017-12-22,10 days
b2EOxGUuBWA,2018-01-01,2017-12-21,11 days
h8ycmroFQSs,2018-01-01,2017-12-23,9 days
7keZTcdouoY,2018-01-01,2017-12-22,10 days
07S_Glj3uYs,2018-01-01,2017-12-22,10 days
GEB2f5dpFXs,2018-01-01,2017-12-21,11 days
MSzytvDsPfo,2018-01-01,2017-12-21,11 days
Fr0wEsISRUw,2018-01-01,2017-12-22,10 days
aBQDFQwfX2w,2018-01-01,2017-12-23,9 days
ItL6vcUrpUs,2018-01-01,2017-12-21,11 days
ZsN1V9Hjfvg,2018-01-01,2017-12-22,10 days
F3eSaEHSCu0,2018-01-01,2017-12-23,9 days
uFDPLyAWpVg,2018-01-01,2017-12-21,11 days
1sqyuXCwcBA,2018-01-01,2017-12-22,10 days
SV2sPlDLQtU,2018-01-01,2014-06-21,1290 days
mMzKvVtrC6U,2018-01-01,2017-12-21,11 days
XcSMdhfKga4,2018-01-01,2017-12-21,11 days
zi_6oaQyckM,2018-01-01,2017-12-22,10 days
pihJVwap7iI,2018-01-01,2017-12-22,10 days
XwDTzD75fT4,2018-01-01,2017-12-22,10 days
MUWUHf-rzks,2018-01-01,2017-12-21,11 days
WS7f5xpGYn8,2018-01-01,2017-12-20,12 days
WhJIUtMK1tU,2018-01-01,2017-12-22,10 days
ZB7_1CoKntI,2018-01-01,2017-12-21,11 days
8eo-L_3OWAQ,2018-01-01,2017-12-20,12 days
nZM9Ko806Bg,2018-01-01,2017-12-21,11 days
5EF5Curjr8k,2018-01-01,2017-12-21,11 days
zT4DJKkN_Do,2018-01-01,2017-12-22,10 days
cIQKKzZtWwQ,2018-01-01,2017-12-21,11 days
l_lblj8Cq0o,2018-01-01,2017-12-19,13 days
dwEKqAwoz0Y,2018-01-01,2017-12-21,11 days
teA0Z7ltRSY,2018-01-01,2017-12-22,10 days
OWYKrIKMO1M,2018-01-01,2017-12-22,10 days
WQd6x4KmVhA,2018-01-01,2017-12-22,10 days
t0Ro2Yqs6mA,2018-01-01,2017-12-21,11 days
UK2OQ67Xr4o,2018-01-01,2017-12-23,9 days
aLLgene7kJo,2018-01-01,2017-12-22,10 days
-37nIo_tLnk,2018-01-01,2009-12-15,2939 days
3mRjN1Focog,2018-01-01,2017-12-22,10 days
bJje-B9YLIU,2018-01-01,2017-12-22,10 days
6-xB3ij-5xM,2018-01-01,2017-12-19,13 days
PLAFNvxDPMw,2018-01-01,2017-12-21,11 days
WvV5TbJc9tQ,2018-01-01,2017-12-20,12 days
fEMxFSjmo5Q,2018-01-01,2017-12-20,12 days
lM0yu7c6lQk,2018-01-01,2017-12-22,10 days
RHUxyXZBXY8,2018-01-01,2017-12-20,12 days
5czA_L_eOp4,2018-01-01,2017-12-21,11 days
9yWnVxe1qp8,2018-01-01,2017-12-22,10 days
K62oeVyaC-U,2018-01-01,2017-12-21,11 days
zLJsJR0O6VI,2018-01-01,2017-12-20,12 days
6hb0GOOFQwI,2018-01-01,2017-12-22,10 days
IU-Fo-QEpOI,2018-01-01,2017-12-20,12 days
YEGhKwpEKEw,2018-01-01,2017-12-21,11 days
AaALLWQmCdI,2018-01-01,2017-12-21,11 days
LotoBix4UDM,2018-01-01,2017-12-20,12 days
lWHZKP6xXHU,2018-01-01,2017-12-20,12 days
lcpxLXjYAa8,2018-01-01,2017-12-20,12 days
E60w-0q8Y0Y,2018-01-01,2017-12-20,12 days
szaJ5aW-LUs,2018-01-01,2017-12-20,12 days
OziQ_a3Rpqw,2018-01-01,2017-12-21,11 days
ydPYNo8o-lI,2018-01-01,2017-12-20,12 days
SFxZb-GHbrQ,2018-01-01,2017-12-20,12 days
vbiiik_T3Bo,2018-01-02,2018-01-01,1 days
dbMtuJ1tZnc,2018-01-02,2018-01-01,1 days
oFfMN6lPnlA,2018-01-02,2018-01-01,1 days
8V08Gu1DOgE,2018-01-02,2018-01-02,0 days
x4TZEVqKIvs,2018-01-02,2017-12-30,3 days
Bmn2STJUWJs,2018-01-02,2018-01-01,1 days
O6BODAJVYc8,2018-01-02,2017-12-30,3 days
PjqKPHZJgF0,2018-01-02,2017-12-29,4 days
mDRifR9HdK8,2018-01-02,2017-12-30,3 days
HqwVFXyCfOI,2018-01-02,2017-12-30,3 days
feh8CkaPkr4,2018-01-02,2017-12-31,2 days
MMu-_KRZhwM,2018-01-02,2017-12-30,3 days
j6X6PhexHnE,2018-01-02,2017-12-30,3 days
S45Y5WQ4Ucs,2018-01-02,2017-12-29,4 days
7VnEPIBsp20,2018-01-02,2017-12-29,4 days
IoqDYnn7VKA,2018-01-02,2017-12-29,4 days
oX8-6whswEA,2018-01-02,2017-12-29,4 days
GTSjDaoZcAk,2018-01-02,2017-12-30,3 days
KX0fOxBVMRc,2018-01-02,2017-12-30,3 days
VQhIUzPJi8o,2018-01-02,2017-12-29,4 days
UfR5dKcKJvY,2018-01-02,2017-12-29,4 days
KB_GCuJwPE4,2018-01-02,2017-12-29,4 days
ejlD0Sg-8ig,2018-01-02,2017-12-29,4 days
f6Egj7ncOi8,2018-01-02,2017-12-29,4 days
q_MmN6-KLXg,2018-01-02,2017-12-29,4 days
1oFQ76ctfS0,2018-01-02,2017-12-29,4 days
uYaN4OLxm08,2018-01-02,2017-12-29,4 days
8FqgrgVPvio,2018-01-02,2017-12-29,4 days
fyRwjMZFeJ4,2018-01-02,2017-12-01,32 days
IxF3mxWbdjw,2018-01-02,2017-12-29,4 days
8gE6cek7F30,2018-01-02,2017-12-29,4 days
EaEesT3HO4w,2018-01-02,2017-12-29,4 days
K5BoE8eBzoI,2018-01-02,2017-12-28,5 days
mKpW_rj0tuI,2018-01-02,2017-12-29,4 days
e2R0NSKtVA0,2018-01-02,2017-12-28,5 days
pcmbmC9cUUY,2018-01-02,2017-12-30,3 days
XZo5o1Y0h9o,2018-01-02,2017-12-28,5 days
yMvpbrJ1CWQ,2018-01-02,2017-12-28,5 days
A-JtybJbVbA,2018-01-02,2017-12-28,5 days
lYtllIKb70M,2018-01-02,2017-12-28,5 days
Q48VduIflPk,2018-01-02,2017-12-29,4 days
pKFd5rAUM2s,2018-01-02,2017-12-28,5 days
ooWd_9OAAUg,2018-01-02,2017-12-27,6 days
HMU5njzTAK0,2018-01-02,2017-12-30,3 days
nranUeNkXpM,2018-01-02,2017-12-27,6 days
OSBl32lNGBg,2018-01-02,2017-12-27,6 days
PVr1BbsOwmQ,2018-01-02,2017-12-27,6 days
SuFMMvrf4ao,2018-01-02,2017-12-27,6 days
tAn7wxn2Atk,2018-01-02,2017-12-27,6 days
FL9BbzUYXjA,2018-01-02,2017-12-27,6 days
iYGq_qc-hWY,2018-01-02,2017-12-27,6 days
pEN_htHtt_c,2018-01-02,2017-12-27,6 days
inFGj1IyIwk,2018-01-02,2017-12-28,5 days
moc_dHHp4LQ,2018-01-02,2017-12-27,6 days
IYyjBXDyYLo,2018-01-02,2017-12-27,6 days
mto2mNFbrps,2018-01-02,2017-12-26,7 days
_JY-latu82Q,2018-01-02,2017-12-29,4 days
U1RASlbIIVc,2018-01-02,2017-12-27,6 days
OmLxYUOgTNs,2018-01-02,2017-12-27,6 days
B1Kitc6cMXw,2018-01-02,2017-12-27,6 days
4E0Fhct08QM,2018-01-02,2017-12-27,6 days
5n32F7mS6Kk,2018-01-02,2017-12-27,6 days
zuRd_Eneuk8,2018-01-02,2017-12-26,7 days
Hgc2njyY4Rs,2018-01-02,2017-12-27,6 days
F8BdzL8OltM,2018-01-02,2017-12-26,7 days
xF99M6Zilac,2018-01-02,2017-12-26,7 days
2NpetP71B1o,2018-01-02,2017-12-27,6 days
_yThFcog0nA,2018-01-02,2017-12-27,6 days
1A_feeLPImg,2018-01-02,2017-12-29,4 days
9oyKePWRi8Y,2018-01-02,2017-12-26,7 days
sJzWZ1yXpek,2018-01-02,2017-12-26,7 days
lWyRTOABEq4,2018-01-02,2017-12-26,7 days
Q-v4LsbFc5c,2018-01-02,2017-12-26,7 days
4JGWxG-vE24,2018-01-02,2017-12-26,7 days
doHVMJnuvDA,2018-01-02,2017-08-15,140 days
AAbtGz8dHKc,2018-01-02,2017-12-29,4 days
maAa7J3iEM8,2018-01-02,2017-12-26,7 days
mnT4MDdEazs,2018-01-02,2017-12-26,7 days
5Q7mKQmNWSE,2018-01-02,2017-11-21,42 days
1WREZPc-kqQ,2018-01-02,2017-12-26,7 days
S4vKQbpOn5k,2018-01-02,2017-12-27,6 days
RIAVKKzOocc,2018-01-02,2017-12-26,7 days
aE4XqQZLkek,2018-01-02,2017-09-15,109 days
bWZ_Z5dgrb0,2018-01-02,2017-12-26,7 days
to-e5edw-X8,2018-01-02,2014-12-11,1118 days
07Um1PY_P4o,2018-01-02,2017-12-26,7 days
S1ke1xQ-rmY,2018-01-02,2017-12-05,28 days
S0eLwrrTBlc,2018-01-02,2013-05-28,1680 days
RsIIT6rXnSM,2018-01-02,2017-12-26,7 days
TkCcncggO3I,2018-01-02,2017-12-27,6 days
lxSWRdgD4Ho,2018-01-02,2017-12-27,6 days
u_SA2QkZd24,2018-01-02,2017-12-25,8 days
O3ttybJghsc,2018-01-02,2017-12-26,7 days
kce9FMxx-04,2018-01-02,2017-12-25,8 days
IjTBcqpl2kc,2018-01-02,2017-12-25,8 days
aO7yzmc3ykw,2018-01-02,2017-12-26,7 days
yJqsPBWbtjk,2018-01-02,2017-12-25,8 days
YsufMtUOXtI,2018-01-02,2017-12-26,7 days
naOKPDCngMI,2018-01-02,2017-12-26,7 days
rQ7yPtJ5Y7I,2018-01-02,2017-12-26,7 days
TteS6q20VUY,2018-01-02,2017-12-26,7 days
phGlo_TNDp0,2018-01-02,2010-09-25,2656 days
oo9JMSiI55M,2018-01-02,2017-12-25,8 days
WIWb8f1WIyQ,2018-01-02,2017-12-25,8 days
UUreMfN5eNA,2018-01-02,2017-10-30,64 days
ryr75N0nki0,2018-01-02,2017-12-24,9 days
aaSEdxiITJk,2018-01-02,2017-12-25,8 days
SWUrl7FpkAo,2018-01-02,2017-12-24,9 days
t9GNMVfEiG4,2018-01-02,2017-12-23,10 days
JFydHaV0klA,2018-01-02,2017-12-23,10 days
fFSmOE0Uxms,2018-01-02,2017-12-23,10 days
AZTn1UMs408,2018-01-02,2017-12-25,8 days
e0hO5fTGwPY,2018-01-02,2011-05-22,2417 days
avnapsraeXM,2018-01-02,2017-12-23,10 days
zeO4C8e4pjw,2018-01-02,2017-12-23,10 days
1qG_NwTT-2k,2018-01-02,2017-12-23,10 days
pMpQABKlC-I,2018-01-02,2017-12-23,10 days
DcCh33lJLMw,2018-01-02,2017-12-23,10 days
3ToRIUoXmIw,2018-01-02,2017-12-23,10 days
JnepCulEQOo,2018-01-02,2017-12-23,10 days
buBEYGmiAJc,2018-01-02,2017-12-25,8 days
V_jU_ssWvc4,2018-01-02,2017-12-23,10 days
Ff7wbSwTuEk,2018-01-02,2017-12-23,10 days
tE5C3O71Xqo,2018-01-02,2017-12-23,10 days
kVVtBDaY8i4,2018-01-02,2017-12-23,10 days
q8fuvWLje8M,2018-01-02,2017-12-23,10 days
VqcHUdHQ1u8,2018-01-02,2017-12-23,10 days
H_4ESBLJXQc,2018-01-02,2017-12-23,10 days
cMD63TwzB1o,2018-01-02,2017-12-22,11 days
sSszA_Ugd1A,2018-01-02,2017-12-16,17 days
sXP6vliZIHI,2018-01-02,2017-12-22,11 days
JRzZl_nq6fk,2018-01-02,2017-12-23,10 days
CMJblEavb7g,2018-01-02,2017-12-23,10 days
VAUHZYf_aKY,2018-01-02,2017-12-22,11 days
BIQK4-9YFW0,2018-01-02,2017-12-22,11 days
v2OTO6UEVAo,2018-01-02,2017-12-22,11 days
H00djJq68VE,2018-01-02,2017-12-23,10 days
4zkWYYFvV6M,2018-01-02,2017-12-23,10 days
wqEknnPadMA,2018-01-02,2017-12-22,11 days
qOvMazijKMA,2018-01-02,2017-12-22,11 days
cQtYcpRGGIY,2018-01-02,2017-12-22,11 days
jTW5_KvkGoE,2018-01-02,2017-12-22,11 days
rTMgDNpXPto,2018-01-02,2017-12-22,11 days
drg74wOy8z8,2018-01-02,2017-12-22,11 days
65MWN5yKU0A,2018-01-02,2017-12-22,11 days
24HFgBQawWA,2018-01-02,2017-12-22,11 days
VllA1V5M38E,2018-01-02,2017-12-22,11 days
b2EOxGUuBWA,2018-01-02,2017-12-21,12 days
h8ycmroFQSs,2018-01-02,2017-12-23,10 days
07S_Glj3uYs,2018-01-02,2017-12-22,11 days
7keZTcdouoY,2018-01-02,2017-12-22,11 days
GEB2f5dpFXs,2018-01-02,2017-12-21,12 days
MSzytvDsPfo,2018-01-02,2017-12-21,12 days
Fr0wEsISRUw,2018-01-02,2017-12-22,11 days
ItL6vcUrpUs,2018-01-02,2017-12-21,12 days
aBQDFQwfX2w,2018-01-02,2017-12-23,10 days
ZsN1V9Hjfvg,2018-01-02,2017-12-22,11 days
F3eSaEHSCu0,2018-01-02,2017-12-23,10 days
uFDPLyAWpVg,2018-01-02,2017-12-21,12 days
1sqyuXCwcBA,2018-01-02,2017-12-22,11 days
SV2sPlDLQtU,2018-01-02,2014-06-21,1291 days
mMzKvVtrC6U,2018-01-02,2017-12-21,12 days
zi_6oaQyckM,2018-01-02,2017-12-22,11 days
XcSMdhfKga4,2018-01-02,2017-12-21,12 days
pihJVwap7iI,2018-01-02,2017-12-22,11 days
XwDTzD75fT4,2018-01-02,2017-12-22,11 days
MUWUHf-rzks,2018-01-02,2017-12-21,12 days
WS7f5xpGYn8,2018-01-02,2017-12-20,13 days
WhJIUtMK1tU,2018-01-02,2017-12-22,11 days
ZB7_1CoKntI,2018-01-02,2017-12-21,12 days
8eo-L_3OWAQ,2018-01-02,2017-12-20,13 days
5EF5Curjr8k,2018-01-02,2017-12-21,12 days
zT4DJKkN_Do,2018-01-02,2017-12-22,11 days
nZM9Ko806Bg,2018-01-02,2017-12-21,12 days
l_lblj8Cq0o,2018-01-02,2017-12-19,14 days
cIQKKzZtWwQ,2018-01-02,2017-12-21,12 days
dwEKqAwoz0Y,2018-01-02,2017-12-21,12 days
teA0Z7ltRSY,2018-01-02,2017-12-22,11 days
OWYKrIKMO1M,2018-01-02,2017-12-22,11 days
WQd6x4KmVhA,2018-01-02,2017-12-22,11 days
t0Ro2Yqs6mA,2018-01-02,2017-12-21,12 days
UK2OQ67Xr4o,2018-01-02,2017-12-23,10 days
aLLgene7kJo,2018-01-02,2017-12-22,11 days
-37nIo_tLnk,2018-01-02,2009-12-15,2940 days
3mRjN1Focog,2018-01-02,2017-12-22,11 days
